img_num,rel_x,rel_y,cell_roi_w,cell_roi_h,label
5483,42,37,117,126,monocyte
5484,54,49,93,102,seg_neutrophil
5485,64,42,72,117,eosinophil
5486,51,51,99,99,basophil
5487,40,43,120,114,seg_neutrophil
5488,43,37,114,126,eosinophil
5489,46,45,108,111,seg_neutrophil
5490,42,50,117,114,seg_neutrophil
5491,45,45,111,111,eosinophil
5492,39,48,123,105,eosinophil
5493,54,48,93,105,seg_neutrophil
5494,60,43,81,114,seg_neutrophil
5495,49,46,102,108,seg_neutrophil
5496,48,48,105,105,eosinophil
5497,52,40,96,120,eosinophil
5498,54,54,93,93,seg_neutrophil
5499,48,58,105,84,lymphocyte
5500,40,39,120,123,eosinophil
5501,39,36,123,129,eosinophil
5502,33,43,135,114,eosinophil
5503,45,45,111,111,seg_neutrophil
5504,33,33,135,135,eosinophil
5505,49,54,102,93,seg_neutrophil
5506,55,51,90,99,seg_neutrophil
5507,48,42,105,117,eosinophil
5508,49,27,102,147,eosinophil
5509,40,30,120,141,eosinophil
5510,37,46,126,108,eosinophil
5511,49,71,102,96,seg_neutrophil
5512,39,46,123,108,seg_neutrophil
5513,48,48,105,105,seg_neutrophil
5514,37,48,126,105,eosinophil
5515,43,54,114,93,seg_neutrophil
5516,39,40,123,120,eosinophil
5517,37,42,126,117,monocyte
5518,42,42,117,117,eosinophil
5519,54,48,93,105,seg_neutrophil
5520,43,37,114,126,eosinophil
5521,48,45,105,111,seg_neutrophil
5522,48,48,105,105,lymphocyte
5523,3,54,96,93,lymphocyte
5524,42,46,117,108,seg_neutrophil
5525,52,54,96,93,seg_neutrophil
5526,57,21,87,90,lymphocyte
5527,54,46,93,108,lymphocyte
5528,52,50,96,105,lymphocyte
5529,51,54,99,93,myelocyte
5530,48,51,105,99,lymphocyte
5531,55,57,90,87,lymphocyte
5532,51,49,99,102,lymphocyte
5533,39,51,123,99,seg_neutrophil
5534,52,42,96,117,basophil
5535,49,55,102,90,seg_neutrophil
5536,55,45,90,111,lymphocyte
5537,49,54,102,93,lymphocyte
5538,51,49,99,102,seg_neutrophil
5539,54,51,93,99,lymphocyte
5540,55,60,90,81,lymphocyte
5541,46,46,108,108,seg_neutrophil
5542,49,49,102,102,seg_neutrophil
5543,61,66,78,69,lymphocyte
5544,39,42,123,117,seg_neutrophil
5545,45,43,111,114,seg_neutrophil
5546,40,49,120,102,lymphocyte
5547,34,64,132,72,artifact
5548,45,52,111,96,lymphocyte
5549,52,65,96,81,lymphocyte
5550,48,34,105,132,smudge
5551,55,52,90,96,lymphocyte
5552,49,52,102,96,basophil
5553,51,54,99,93,lymphocyte
5554,51,51,99,99,lymphocyte
5555,51,57,99,87,lymphocyte
5556,48,49,105,102,abnormal_lymphocyte
5557,52,71,96,90,lymphocyte
5558,54,57,93,87,lymphocyte
5559,49,51,102,99,seg_neutrophil
5560,52,57,96,87,lymphocyte
5561,49,51,102,99,lymphocyte
5562,48,46,105,108,seg_neutrophil
5563,61,48,78,105,lymphocyte
5564,48,51,105,99,lymphocyte
5565,57,58,87,84,lymphocyte
5566,61,55,78,90,lymphocyte
5567,51,55,99,90,lymphocyte
5568,57,51,87,99,lymphocyte
5569,51,42,99,111,lymphocyte
5570,52,48,96,105,lymphocyte
5571,57,63,87,75,lymphocyte
5572,52,54,96,93,lymphocyte
5573,55,49,90,102,basophil
5574,54,63,93,75,lymphocyte
5575,60,60,81,81,lymphocyte
5576,57,57,87,87,lymphocyte
5577,60,45,81,111,lymphocyte
5578,54,51,93,99,lymphocyte
5579,43,46,114,108,lymphocyte
5580,58,55,84,90,lymphocyte
5581,58,64,84,72,lymphocyte
5582,46,42,108,117,lymphocyte
5583,54,60,93,81,lymphocyte
5584,54,83,93,102,lymphocyte
5585,55,43,90,114,basophil
5586,51,55,99,90,lymphocyte
5587,46,49,108,102,seg_neutrophil
5588,57,46,87,108,seg_neutrophil
5589,46,49,108,102,basophil
5590,48,49,105,102,band_neutrophil
5591,49,48,102,105,lymphocyte
5592,46,54,108,93,lymphocyte
5593,51,55,99,90,abnormal_lymphocyte
5594,43,48,114,105,seg_neutrophil
5595,51,55,99,90,seg_neutrophil
5596,49,60,102,81,lymphocyte
5597,51,55,99,90,lymphocyte
5598,48,54,105,93,lymphocyte
5599,60,52,81,96,seg_neutrophil
5600,55,58,90,84,lymphocyte
5601,51,48,99,105,lymphocyte
5602,57,57,87,87,lymphocyte
5603,52,55,96,90,lymphocyte
5604,51,54,99,93,abnormal_lymphocyte
5605,57,58,87,84,lymphocyte
5606,61,54,78,93,lymphocyte
5607,48,43,105,114,eosinophil
5608,49,46,102,108,seg_neutrophil
5609,49,45,102,111,eosinophil
5610,42,48,117,105,lymphocyte
5611,40,95,120,99,seg_neutrophil
5612,46,43,108,114,basophil
5613,48,37,105,126,eosinophil
5614,45,49,111,102,seg_neutrophil
5615,49,52,102,96,seg_neutrophil
5616,45,49,111,102,seg_neutrophil
5617,39,49,108,102,seg_neutrophil
5618,49,40,102,120,eosinophil
5619,46,40,108,120,seg_neutrophil
5620,49,42,102,117,seg_neutrophil
5621,43,45,114,111,seg_neutrophil
5622,40,33,120,135,eosinophil
5623,48,45,105,111,seg_neutrophil
5624,45,42,111,117,seg_neutrophil
5625,46,58,108,84,seg_neutrophil
5626,51,46,99,108,seg_neutrophil
5627,43,42,114,117,eosinophil
5628,83,58,84,84,lymphocyte
5629,36,43,129,114,eosinophil
5630,42,46,117,108,lymphocyte
5631,49,48,102,105,seg_neutrophil
5632,45,43,111,114,seg_neutrophil
5633,46,45,108,111,eosinophil
5634,43,51,114,99,seg_neutrophil
5635,46,51,108,99,seg_neutrophil
5636,45,51,111,99,seg_neutrophil
5637,45,45,111,111,seg_neutrophil
5638,63,43,75,114,blast
5639,48,52,105,96,seg_neutrophil
5640,61,25,78,150,blast
5641,48,49,105,102,seg_neutrophil
5642,52,48,96,105,seg_neutrophil
5643,43,43,114,114,seg_neutrophil
5644,51,43,99,114,seg_neutrophil
5645,45,45,111,111,eosinophil
5646,66,58,69,84,smudge
5647,60,39,81,123,smudge
5648,45,48,111,105,seg_neutrophil
5649,48,43,105,114,seg_neutrophil
5650,53,43,114,114,seg_neutrophil
5651,39,42,123,117,eosinophil
5652,46,45,108,111,seg_neutrophil
5653,45,40,111,120,seg_neutrophil
5654,52,51,96,99,seg_neutrophil
5655,49,40,102,120,seg_neutrophil
5656,33,46,135,108,eosinophil
5657,45,56,111,102,seg_neutrophil
5658,42,49,117,102,eosinophil
5659,57,58,87,84,lymphocyte
5660,46,54,108,93,seg_neutrophil
5661,67,69,66,63,g_plt
5662,49,55,102,90,seg_neutrophil
5663,46,46,108,108,seg_neutrophil
5664,43,49,114,102,seg_neutrophil
5665,42,52,117,96,seg_neutrophil
5666,54,49,93,102,seg_neutrophil
5667,42,49,117,102,seg_neutrophil
5668,39,55,123,90,seg_neutrophil
5669,49,42,102,117,seg_neutrophil
5670,46,49,108,102,seg_neutrophil
5671,45,40,111,120,monocyte
5672,83,9,111,102,seg_neutrophil
5673,48,42,105,117,seg_neutrophil
5674,46,51,108,99,seg_neutrophil
5675,48,42,105,117,seg_neutrophil
5676,45,51,111,99,eosinophil
5677,43,51,114,99,seg_neutrophil
5678,33,6,135,171,eosinophil
5679,48,40,105,120,seg_neutrophil
5680,43,39,114,123,seg_neutrophil
5681,49,42,102,117,seg_neutrophil
5682,48,51,105,99,seg_neutrophil
5683,52,52,96,96,seg_neutrophil
5684,45,51,111,99,seg_neutrophil
5685,48,49,105,102,seg_neutrophil
5686,61,51,78,99,eosinophil
5687,48,45,105,111,seg_neutrophil
5688,51,45,99,111,seg_neutrophil
5689,47,54,108,93,seg_neutrophil
5690,48,51,105,99,seg_neutrophil
5691,46,46,108,108,seg_neutrophil
5692,46,51,108,99,seg_neutrophil
5693,42,43,117,114,eosinophil
5694,51,24,99,99,lymphocyte
5695,48,55,105,90,seg_neutrophil
5696,61,54,78,93,seg_neutrophil
5697,48,52,105,96,seg_neutrophil
5698,57,45,87,111,lymphocyte
5699,42,37,117,126,eosinophil
5700,43,37,114,126,seg_neutrophil
5701,45,46,111,108,seg_neutrophil
5702,40,42,120,117,eosinophil
5703,45,45,111,111,seg_neutrophil
5704,45,46,111,108,seg_neutrophil
5705,43,45,114,111,eosinophil
5706,55,52,90,96,seg_neutrophil
5707,45,49,111,102,seg_neutrophil
5708,49,62,102,123,seg_neutrophil
5709,45,51,111,99,seg_neutrophil
5710,58,49,84,102,seg_neutrophil
5711,34,45,132,111,seg_neutrophil
5712,39,49,123,102,seg_neutrophil
5713,45,42,111,117,seg_neutrophil
5714,46,42,108,117,seg_neutrophil
5715,46,43,108,114,seg_neutrophil
5716,39,42,123,117,eosinophil
5717,46,52,108,96,seg_neutrophil
5718,43,45,114,111,seg_neutrophil
5719,57,54,87,93,lymphocyte
5720,43,51,114,99,seg_neutrophil
5721,40,49,120,102,seg_neutrophil
5722,43,46,114,108,seg_neutrophil
5723,36,48,129,105,monocyte
5724,33,45,135,111,eosinophil
5725,39,42,123,117,lymphocyte
5726,43,45,114,111,eosinophil
5727,45,46,111,108,seg_neutrophil
5728,31,18,138,165,eosinophil
5729,54,52,93,96,lymphocyte
5730,49,49,102,102,seg_neutrophil
5731,48,49,105,102,basophil
5732,48,44,105,120,seg_neutrophil
5733,62,48,123,105,seg_neutrophil
5734,40,48,120,105,eosinophil
5735,54,48,93,105,seg_neutrophil
5736,55,57,90,87,lymphocyte
5737,52,46,96,108,seg_neutrophil
5738,46,39,108,93,seg_neutrophil
5739,39,51,72,99,lymphocyte
5740,51,46,99,108,seg_neutrophil
5741,40,45,120,111,seg_neutrophil
5742,43,49,114,102,seg_neutrophil
5743,49,57,102,87,seg_neutrophil
5744,52,54,96,93,seg_neutrophil
5745,46,49,108,102,seg_neutrophil
5746,49,49,102,102,seg_neutrophil
5747,42,48,117,105,seg_neutrophil
5748,43,48,114,105,eosinophil
5749,52,54,96,93,seg_neutrophil
5750,48,51,105,99,lymphocyte
5751,46,45,108,111,seg_neutrophil
5752,52,52,96,96,lymphocyte
5753,52,51,96,99,basophil
5754,61,58,78,84,seg_neutrophil
5755,54,45,93,111,seg_neutrophil
5756,48,43,105,114,eosinophil
5757,46,55,108,90,seg_neutrophil
5758,54,57,93,87,lymphocyte
5759,45,42,111,114,seg_neutrophil
5760,45,52,111,96,seg_neutrophil
5761,77,48,111,105,seg_neutrophil
5762,49,52,102,96,seg_neutrophil
5763,49,46,102,108,seg_neutrophil
5764,48,34,105,132,eosinophil
5765,45,51,111,99,seg_neutrophil
5766,48,57,105,87,seg_neutrophil
5767,55,60,90,81,lymphocyte
5768,45,42,111,117,seg_neutrophil
5769,55,49,90,102,lymphocyte
5770,64,51,72,99,smudge
5771,52,58,96,84,smudge
5772,40,45,120,111,eosinophil
5773,55,49,90,102,lymphocyte
5774,58,52,84,96,lymphocyte
5775,52,66,96,69,lymphocyte
5776,45,51,111,99,lymphocyte
5777,45,56,111,105,seg_neutrophil
5778,46,55,108,90,lymphocyte
5779,49,46,102,108,seg_neutrophil
5780,51,52,99,96,basophil
5781,39,45,123,111,smudge
5782,48,48,105,105,seg_neutrophil
5783,58,51,84,99,lymphocyte
5784,40,51,120,99,seg_neutrophil
5785,60,58,81,84,lymphocyte
5786,37,48,126,105,monocyte
5787,30,39,141,123,monocyte
5788,45,74,111,96,smudge
5789,46,48,108,105,seg_neutrophil
5790,48,45,105,111,seg_neutrophil
5791,45,54,111,93,seg_neutrophil
5792,46,58,108,84,seg_neutrophil
5793,51,64,99,72,lymphocyte
5794,49,52,102,96,eosinophil
5795,61,54,78,93,lymphocyte
5796,58,51,84,99,lymphocyte
5797,48,49,105,102,seg_neutrophil
5798,51,51,99,99,seg_neutrophil
5799,27,42,147,117,monocyte
5800,51,46,99,108,smudge
5801,49,43,102,114,lymphocyte
5802,64,46,72,108,eosinophil
5803,57,39,87,99,lymphocyte
5804,54,57,93,87,seg_neutrophil
5805,64,58,72,84,lymphocyte
5806,49,54,102,93,lymphocyte
5807,36,42,129,117,smudge
5808,60,51,81,99,lymphocyte
5809,48,55,105,90,seg_neutrophil
5810,34,36,132,129,monocyte
5811,58,60,84,81,lymphocyte
5812,48,48,105,105,seg_neutrophil
5813,55,54,90,93,lymphocyte
5814,55,49,90,102,lymphocyte
5815,52,49,96,102,lymphocyte
5816,51,67,69,66,lymphocyte
5817,60,54,81,93,eosinophil
5818,46,49,108,102,lymphocyte
5819,57,57,87,87,lymphocyte
5820,61,69,78,63,lymphocyte
5821,45,48,111,105,seg_neutrophil
5822,55,51,90,99,seg_neutrophil
5823,61,60,78,81,lymphocyte
5824,43,54,114,93,monocyte
5825,51,49,99,102,seg_neutrophil
5826,45,49,111,102,seg_neutrophil
5827,55,54,90,93,lymphocyte
5828,49,24,102,108,seg_neutrophil
5829,58,58,84,84,lymphocyte
5830,46,53,108,108,seg_neutrophil
5831,52,49,96,102,lymphocyte
5832,39,51,123,99,eosinophil
5833,55,63,90,75,lymphocyte
5834,52,54,96,93,seg_neutrophil
5835,37,63,126,75,artifact
5836,66,33,69,135,artifact
5837,66,64,69,72,lymphocyte
5838,46,46,108,108,seg_neutrophil
5839,55,60,90,81,seg_neutrophil
5840,49,75,102,51,lymphocyte
5841,49,46,102,108,seg_neutrophil
5842,49,49,102,102,seg_neutrophil
5843,30,33,141,135,smudge
5844,54,51,93,99,lymphocyte
5845,37,9,126,183,smudge
5846,42,49,117,102,seg_neutrophil
5847,49,39,102,123,lymphocyte
5848,31,36,138,129,eosinophil
5849,57,58,87,84,lymphocyte
5850,54,54,93,93,lymphocyte
5851,49,59,102,99,eosinophil
5852,61,52,78,96,lymphocyte
5853,55,55,90,90,seg_neutrophil
5854,57,58,87,84,lymphocyte
5855,49,46,102,108,eosinophil
5856,58,58,84,84,seg_neutrophil
5857,51,54,99,93,lymphocyte
5858,48,52,105,96,seg_neutrophil
5859,52,51,96,99,lymphocyte
5860,54,58,93,84,lymphocyte
5861,12,52,99,96,lymphocyte
5862,55,60,90,81,lymphocyte
5863,58,64,84,72,smudge
5864,54,49,93,102,seg_neutrophil
5865,42,57,117,87,lymphocyte
5866,45,45,111,111,seg_neutrophil
5867,43,55,114,90,smudge
5868,42,48,117,105,seg_neutrophil
5869,57,51,87,99,seg_neutrophil
5870,46,42,108,117,seg_neutrophil
5871,60,54,81,93,lymphocyte
5872,52,54,96,93,lymphocyte
5873,63,64,75,72,smudge
5874,54,54,93,93,seg_neutrophil
5875,52,57,96,87,lymphocyte
5876,64,63,72,75,lymphocyte
5877,49,51,102,99,seg_neutrophil
5878,43,48,114,105,eosinophil
5879,58,51,84,99,lymphocyte
5880,57,49,87,102,seg_neutrophil
5881,48,52,105,96,smudge
5882,54,55,93,90,lymphocyte
5883,52,49,96,102,eosinophil
5884,60,55,81,90,seg_neutrophil
5885,51,54,99,93,seg_neutrophil
5886,60,63,81,75,lymphocyte
5887,61,58,78,84,lymphocyte
5888,58,55,84,90,lymphocyte
5889,54,54,93,93,lymphocyte
5890,46,51,108,99,seg_neutrophil
5891,43,55,114,90,seg_neutrophil
5892,51,46,99,108,seg_neutrophil
5893,49,54,102,93,lymphocyte
5894,52,51,96,99,seg_neutrophil
5895,60,60,81,81,lymphocyte
5896,58,52,84,96,seg_neutrophil
5897,55,67,90,66,eosinophil
5898,54,52,93,96,seg_neutrophil
5899,46,52,108,96,seg_neutrophil
5900,51,43,99,114,seg_neutrophil
5901,60,18,81,93,agg_plt
5902,54,48,93,105,lymphocyte
5903,98,49,93,102,lymphocyte
5904,49,51,102,99,lymphocyte
5905,42,42,117,117,eosinophil
5906,49,54,102,93,seg_neutrophil
5907,36,42,129,117,eosinophil
5908,43,43,114,114,seg_neutrophil
5909,43,48,114,105,seg_neutrophil
5910,43,42,114,117,seg_neutrophil
5911,33,42,87,117,seg_neutrophil
5912,48,36,105,129,eosinophil
5913,46,39,108,123,eosinophil
5914,61,64,78,72,lymphocyte
5915,33,45,135,111,eosinophil
5916,48,54,105,93,seg_neutrophil
5917,37,3,126,126,monocyte
5918,46,46,108,108,seg_neutrophil
5919,48,46,105,108,seg_neutrophil
5920,83,61,99,78,lymphocyte
5921,40,45,120,111,eosinophil
5922,40,45,120,111,seg_neutrophil
5923,28,43,144,114,eosinophil
5924,36,49,129,102,seg_neutrophil
5925,42,48,117,105,eosinophil
5926,42,39,117,123,eosinophil
5927,36,33,129,135,eosinophil
5928,37,42,126,117,eosinophil
5929,34,51,132,99,eosinophil
5930,45,39,111,123,eosinophil
5931,43,40,114,120,eosinophil
5932,51,45,99,105,seg_neutrophil
5933,48,45,105,111,seg_neutrophil
5934,48,42,105,117,eosinophil
5935,45,43,111,114,seg_neutrophil
5936,34,47,132,135,eosinophil
5937,43,48,114,96,eosinophil
5938,24,33,153,135,eosinophil
5939,67,60,66,81,eosinophil
5940,45,52,111,96,seg_neutrophil
5941,45,55,111,90,seg_neutrophil
5942,39,42,123,117,eosinophil
5943,45,39,111,123,eosinophil
5944,39,49,123,102,eosinophil
5945,52,36,96,90,seg_neutrophil
5946,42,45,117,111,eosinophil
5947,49,46,102,108,seg_neutrophil
5948,18,39,165,123,eosinophil
5949,42,45,117,111,seg_neutrophil
5950,39,30,123,141,eosinophil
5951,52,54,96,93,seg_neutrophil
5952,36,27,129,120,eosinophil
5953,24,43,153,114,agg_plt
5954,45,51,111,99,seg_neutrophil
5955,34,46,132,108,eosinophil
5956,40,45,120,111,eosinophil
5957,45,52,111,96,seg_neutrophil
5958,62,52,87,96,lymphocyte
5959,40,49,120,102,seg_neutrophil
5960,39,40,123,120,eosinophil
5961,48,46,105,108,eosinophil
5962,37,45,126,111,monocyte
5963,54,48,93,105,lymphocyte
5964,40,31,120,138,eosinophil
5965,57,58,87,84,lymphocyte
5966,37,48,126,105,eosinophil
5967,46,43,108,114,seg_neutrophil
5968,58,46,84,108,eosinophil
5969,60,54,81,93,lymphocyte
5970,42,42,117,117,eosinophil
5971,52,45,96,111,abnormal_lymphocyte
5972,40,33,120,135,eosinophil
5973,45,95,111,102,seg_neutrophil
5974,55,55,90,90,lymphocyte
5975,48,42,105,117,eosinophil
5976,40,36,120,129,eosinophil
5977,46,52,108,96,seg_neutrophil
5978,39,42,123,117,eosinophil
5979,63,52,75,96,lymphocyte
5980,25,49,150,102,eosinophil
5981,39,49,123,102,eosinophil
5982,51,49,99,102,abnormal_lymphocyte
5983,51,49,99,102,seg_neutrophil
5984,37,48,126,105,seg_neutrophil
5985,42,46,117,108,eosinophil
5986,33,48,108,105,eosinophil
5987,51,36,99,129,seg_neutrophil
5988,72,66,57,69,lymphocyte
5989,43,46,114,108,seg_neutrophil
5990,55,58,90,84,lymphocyte
5991,36,39,129,123,eosinophil
5992,58,54,84,93,lymphocyte
5993,36,43,129,114,eosinophil
5994,40,40,120,120,eosinophil
5995,52,48,96,105,seg_neutrophil
5996,45,39,111,123,eosinophil
5997,43,49,114,102,seg_neutrophil
5998,40,54,120,93,eosinophil
5999,36,46,129,108,eosinophil
6000,51,45,99,111,seg_neutrophil
6001,42,43,117,114,eosinophil
6002,58,56,84,102,seg_neutrophil
6003,54,57,93,87,seg_neutrophil
6004,58,33,84,90,lymphocyte
6005,45,43,111,114,seg_neutrophil
6006,42,59,117,129,eosinophil
6007,46,46,108,108,seg_neutrophil
6008,39,60,81,81,lymphocyte
6009,42,6,117,111,eosinophil
6010,57,58,87,84,lymphocyte
6011,40,45,120,111,eosinophil
6012,42,54,117,93,seg_neutrophil
6013,43,36,114,129,eosinophil
6014,42,40,117,120,eosinophil
6015,46,48,108,105,seg_neutrophil
6016,60,61,81,78,lymphocyte
6017,67,51,66,99,lymphocyte
6018,40,42,120,117,eosinophil
6019,33,43,135,114,eosinophil
6020,40,39,120,123,seg_neutrophil
6021,36,31,129,138,eosinophil
6022,37,40,126,120,monocyte
6023,40,49,120,102,seg_neutrophil
6024,43,68,114,120,eosinophil
6025,45,48,111,105,seg_neutrophil
6026,33,33,135,135,eosinophil
6027,33,30,135,141,eosinophil
6028,48,36,105,129,eosinophil
6029,46,56,108,93,seg_neutrophil
6030,51,57,99,87,lymphocyte
6031,39,49,123,102,seg_neutrophil
6032,42,30,117,141,eosinophil
6033,42,51,117,99,seg_neutrophil
6034,43,52,114,96,seg_neutrophil
6035,42,48,117,105,seg_neutrophil
6036,48,36,105,129,seg_neutrophil
6037,30,34,141,132,eosinophil
6038,48,45,105,111,seg_neutrophil
6039,51,46,99,108,basophil
6040,39,33,123,126,eosinophil
6041,39,45,123,111,eosinophil
6042,42,42,117,117,seg_neutrophil
6043,45,42,111,117,eosinophil
6044,45,49,111,102,seg_neutrophil
6045,40,42,120,117,eosinophil
6046,36,39,129,123,eosinophil
6047,36,48,129,105,eosinophil
6048,37,43,126,114,eosinophil
6049,58,107,84,87,lymphocyte
6050,54,39,93,123,lymphocyte
6051,31,30,138,141,eosinophil
6052,42,49,117,102,eosinophil
6053,40,42,120,117,monocyte
6054,49,36,102,129,eosinophil
6055,34,30,132,141,eosinophil
6056,42,43,108,114,seg_neutrophil
6057,37,45,126,111,eosinophil
6058,33,40,135,120,eosinophil
6059,58,40,84,120,eosinophil
6060,49,46,102,108,seg_neutrophil
6061,12,24,177,153,eosinophil
6062,48,52,105,96,seg_neutrophil
6063,54,49,93,102,basophil
6064,30,31,141,138,eosinophil
6065,45,48,111,105,eosinophil
6066,55,55,90,90,lymphocyte
6067,40,31,120,138,eosinophil
6068,51,51,99,99,seg_neutrophil
6069,65,39,132,123,eosinophil
6070,49,45,102,111,eosinophil
6071,43,45,114,111,eosinophil
6072,39,37,123,126,eosinophil
6073,36,42,129,117,eosinophil
6074,39,53,123,120,eosinophil
6075,37,46,126,108,eosinophil
6076,45,45,111,111,seg_neutrophil
6077,31,34,138,132,eosinophil
6078,46,46,108,108,seg_neutrophil
6079,58,57,84,87,basophil
6080,40,40,120,120,eosinophil
6081,48,46,105,108,seg_neutrophil
6082,43,42,114,117,seg_neutrophil
6083,52,52,96,96,seg_neutrophil
6084,45,42,111,117,eosinophil
6085,46,52,108,96,seg_neutrophil
6086,39,37,123,126,eosinophil
6087,40,42,120,117,eosinophil
6088,45,39,111,123,eosinophil
6089,64,61,72,78,lymphocyte
6090,40,39,120,123,eosinophil
6091,46,39,108,123,eosinophil
6092,63,55,75,90,lymphocyte
6093,45,58,111,84,lymphocyte
6094,40,48,120,105,blast
6095,30,39,141,123,monocyte
6096,51,39,99,123,seg_neutrophil
6097,39,49,123,102,band_neutrophil
6098,46,36,108,117,blast
6099,49,49,102,102,band_neutrophil
6100,52,61,96,78,lymphocyte
6101,46,49,108,102,lymphocyte
6102,51,54,99,93,lymphocyte
6103,42,46,117,108,monocyte
6104,58,58,84,84,lymphocyte
6105,49,61,102,78,lymphocyte
6106,57,58,87,84,lymphocyte
6107,48,52,105,96,lymphocyte
6108,89,58,108,84,lymphocyte
6109,46,57,108,87,lymphocyte
6110,60,59,81,87,lymphocyte
6111,63,63,75,75,lymphocyte
6112,61,61,78,78,lymphocyte
6113,21,51,105,99,seg_neutrophil
6114,52,46,96,108,seg_neutrophil
6115,52,54,96,93,lymphocyte
6116,34,39,132,123,lymphocyte
6117,42,55,117,90,seg_neutrophil
6118,49,58,102,84,lymphocyte
6119,52,55,96,90,seg_neutrophil
6120,6,51,126,99,monocyte
6121,61,57,78,87,lymphocyte
6122,49,55,102,90,seg_neutrophil
6123,51,55,99,90,seg_neutrophil
6124,21,51,114,99,seg_neutrophil
6125,39,52,123,96,seg_neutrophil
6126,48,46,105,108,seg_neutrophil
6127,52,51,96,99,seg_neutrophil
6128,31,36,138,129,monocyte
6129,55,49,90,102,seg_neutrophil
6130,58,51,84,99,seg_neutrophil
6131,57,43,87,114,seg_neutrophil
6132,40,92,120,105,monocyte
6133,34,34,132,132,monocyte
6134,49,27,102,147,artifact
6135,48,45,105,111,seg_neutrophil
6136,45,48,111,105,seg_neutrophil
6137,42,39,117,123,seg_neutrophil
6138,40,40,120,120,monocyte
6139,34,45,132,111,seg_neutrophil
6140,40,49,120,102,seg_neutrophil
6141,31,33,138,135,monocyte
6142,69,67,63,66,g_plt
6143,52,27,96,111,seg_neutrophil
6144,40,42,120,117,seg_neutrophil
6145,15,52,96,96,seg_neutrophil
6146,34,43,132,114,monocyte
6147,54,52,93,96,seg_neutrophil
6148,39,46,123,108,seg_neutrophil
6149,55,49,90,102,seg_neutrophil
6150,49,43,102,114,seg_neutrophil
6151,57,55,87,90,seg_neutrophil
6152,46,45,108,111,seg_neutrophil
6153,52,51,96,99,seg_neutrophil
6154,42,24,117,87,seg_neutrophil
6155,51,54,99,93,seg_neutrophil
6156,34,30,132,141,monocyte
6157,48,54,105,93,seg_neutrophil
6158,34,48,132,105,monocyte
6159,62,46,120,108,seg_neutrophil
6160,80,43,117,114,seg_neutrophil
6161,33,34,135,132,monocyte
6162,46,43,108,114,seg_neutrophil
6163,40,52,120,96,seg_neutrophil
6164,45,48,111,105,seg_neutrophil
6165,34,36,132,129,monocyte
6166,28,37,144,126,monocyte
6167,49,51,102,99,seg_neutrophil
6168,31,42,138,117,monocyte
6169,45,54,111,93,seg_neutrophil
6170,55,52,90,96,seg_neutrophil
6171,54,45,93,111,seg_neutrophil
6172,45,48,111,105,seg_neutrophil
6173,43,3,114,108,seg_neutrophil
6174,51,39,99,123,seg_neutrophil
6175,40,42,120,117,seg_neutrophil
6176,37,43,126,114,monocyte
6177,48,55,105,90,seg_neutrophil
6178,46,37,108,126,seg_neutrophil
6179,46,46,108,108,seg_neutrophil
6180,40,45,120,111,seg_neutrophil
6181,48,51,105,99,lymphocyte
6182,46,52,108,96,seg_neutrophil
6183,39,36,123,129,monocyte
6184,43,48,114,105,monocyte
6185,54,37,93,126,seg_neutrophil
6186,48,48,105,105,seg_neutrophil
6187,45,52,111,96,seg_neutrophil
6188,42,46,117,108,seg_neutrophil
6189,48,42,105,117,seg_neutrophil
6190,45,37,111,126,monocyte
6191,39,37,123,126,monocyte
6192,45,45,111,111,seg_neutrophil
6193,48,51,105,99,seg_neutrophil
6194,95,45,102,111,seg_neutrophil
6195,45,49,102,102,monocyte
6196,43,68,114,120,monocyte
6197,40,46,120,108,monocyte
6198,52,54,96,93,seg_neutrophil
6199,57,58,87,84,seg_neutrophil
6200,39,52,123,96,seg_neutrophil
6201,43,40,114,120,monocyte
6202,49,21,102,102,seg_neutrophil
6203,45,42,111,117,lymphocyte
6204,34,48,132,105,monocyte
6205,57,49,87,102,seg_neutrophil
6206,68,43,105,114,seg_neutrophil
6207,54,52,93,96,seg_neutrophil
6208,43,40,114,120,monocyte
6209,60,43,81,114,monocyte
6210,52,58,96,84,seg_neutrophil
6211,49,49,102,102,monocyte
6212,45,83,111,102,monocyte
6213,66,67,69,66,lymphocyte
6214,49,45,102,111,seg_neutrophil
6215,58,49,84,102,seg_neutrophil
6216,49,52,102,96,seg_neutrophil
6217,55,52,90,96,seg_neutrophil
6218,49,57,102,87,seg_neutrophil
6219,77,46,105,108,seg_neutrophil
6220,18,36,99,129,monocyte
6221,54,43,93,114,monocyte
6222,45,52,111,96,seg_neutrophil
6223,57,46,87,108,seg_neutrophil
6224,46,43,108,114,seg_neutrophil
6225,34,46,132,108,monocyte
6226,54,74,93,90,seg_neutrophil
6227,46,52,108,96,seg_neutrophil
6228,52,51,96,99,seg_neutrophil
6229,27,39,147,123,monocyte
6230,45,28,111,144,monocyte
6231,46,52,108,96,seg_neutrophil
6232,54,51,93,99,seg_neutrophil
6233,51,55,99,90,seg_neutrophil
6234,45,51,111,99,seg_neutrophil
6235,40,46,120,108,seg_neutrophil
6236,48,57,105,87,lymphocyte
6237,52,54,96,93,seg_neutrophil
6238,51,40,99,120,seg_neutrophil
6239,43,39,114,123,eosinophil
